Binary Path: /home/firmware/N-day_dataset/D-Link/DIR-882/cpio-root/bin/prog.cgi

========== Binary Function Keywords ==========
[1] #text
target_addr         : 0x430f90
range_list          : [[95, 96]]
conditions_str      : 
taint_source        : nvram_safe_get
taint_sink_addr     : 5243068
taint_sink          : sprintf
source_addr         : 0x5001c0
path_flag           : 0x4312f8#0x4312cc#0x4312a8#0x431270#0x43124c#0x431230#0x4311e4#0x4311bc#0x431198#0x431164
*** Path #10 ***
error_messges_str   : 
str_length_visited_function: 
decompile_list      : ['  pcVar3 = (char *)nvram_safe_get("hw_version");\n  strcpy(local_64,pcVar3);\n  strcpy(local_44,local_64);\n  auVar1 = local_64;\n  local_64[1] = 0x78;\n  local_64[3] = auVar1[3];\n  local_64[2] = 0;\n  iVar4 = xmldb_read_xml("/tmp/tmpXML");\n  if (iVar4 < 0) {\n    local_2bbc = 0x17;\n  }\n  else {\n    uVar6 = nvram_safe_get("model_name");\n    sprintf(acStack_264,"/%s_%s/%s/FW_Version/Major",uVar6,local_64,local_3a4);\n    pcVar3 = webGetVarString(param_1,acStack_264);\n    uVar6 = nvram_safe_get("model_name");\n    sprintf(acStack_264,"/%s_%s/%s/FW_Version/Minor",uVar6,local_64,local_3a4);']
target_name         : GetDeviceSettings
taint_source_addr   : 5243328
end_block           : 4395364
start_block         : 4395768
path                : 0x4312f8#0x4312cc#0x431164
visited_functions   : sprintf#nvram_safe_get
fail2captureConditionsTime: 0
source_insr_addr    : 0x431194
sink_addr           : GetDeviceSettings
sink_insr_addr      : 0x43132c
checking_time       : 0
source_name         : GetDeviceSettings
source_keyword      : hw_version
ghidra_path         : [[4394896, 4395364, 4395412, 4395768, 4395820]]
complete_list       : ['\nvoid GetDeviceSettings(undefined4 *param_1)\n\n{\n  undefined1 auVar1 [4];\n  int iVar2;\n  char *pcVar3;\n  int iVar4;\n  undefined *puVar5;\n  undefined4 uVar6;\n  undefined4 uVar7;\n  undefined4 uVar8;\n  char *pcVar9;\n  char *pcVar10;\n  int local_2bc0;\n  int local_2bbc;\n  char acStack_2ba4 [10240];\n  char local_3a4 [64];\n  undefined1 auStack_364 [128];\n  char acStack_2e4 [128];\n  char acStack_264 [512];\n  undefined1 local_64 [4];\n  undefined4 local_60;\n  undefined4 local_5c;\n  undefined4 local_58;\n  undefined4 local_54;\n  undefined4 local_50;\n  undefined4 local_4c;\n  undefined4 local_48;\n  char local_44 [36];\n  \n  memset(acStack_2ba4,0,0x2800);\n  memset(local_3a4,0,0x40);\n  memset(auStack_364,0,0x80);\n  local_2bbc = 1;\n  memset(acStack_2e4,0,0x80);\n  memset(acStack_264,0,0x200);\n  local_64 = (undefined1  [4])0x0;\n  local_60 = 0;\n  local_5c = 0;\n  local_58 = 0;\n  local_54 = 0;\n  local_50 = 0;\n  local_4c = 0;\n  local_48 = 0;\n  local_44[0] = \'\\0\';\n  local_44[1] = \'\\0\';\n  local_44[2] = \'\\0\';\n  local_44[3] = \'\\0\';\n  local_44[4] = \'\\0\';\n  local_44[5] = \'\\0\';\n  local_44[6] = \'\\0\';\n  local_44[7] = \'\\0\';\n  local_44[8] = \'\\0\';\n  local_44[9] = \'\\0\';\n  local_44[10] = \'\\0\';\n  local_44[0xb] = \'\\0\';\n  local_44[0xc] = \'\\0\';\n  local_44[0xd] = \'\\0\';\n  local_44[0xe] = \'\\0\';\n  local_44[0xf] = \'\\0\';\n  local_44[0x10] = \'\\0\';\n  local_44[0x11] = \'\\0\';\n  local_44[0x12] = \'\\0\';\n  local_44[0x13] = \'\\0\';\n  local_44[0x14] = \'\\0\';\n  local_44[0x15] = \'\\0\';\n  local_44[0x16] = \'\\0\';\n  local_44[0x17] = \'\\0\';\n  local_44[0x18] = \'\\0\';\n  local_44[0x19] = \'\\0\';\n  local_44[0x1a] = \'\\0\';\n  local_44[0x1b] = \'\\0\';\n  local_44[0x1c] = \'\\0\';\n  local_44[0x1d] = \'\\0\';\n  local_44[0x1e] = \'\\0\';\n  local_44[0x1f] = \'\\0\';\n  builtin_strncpy(local_3a4,"Default",8);\n  iVar2 = nvram_safe_get("sw_ex_version");\n  pcVar3 = (char *)nvram_safe_get("hw_version");\n  strcpy(local_64,pcVar3);\n  strcpy(local_44,local_64);\n  auVar1 = local_64;\n  local_64[1] = 0x78;\n  local_64[3] = auVar1[3];\n  local_64[2] = 0;\n  iVar4 = xmldb_read_xml("/tmp/tmpXML");\n  if (iVar4 < 0) {\n    local_2bbc = 0x17;\n  }\n  else {\n    uVar6 = nvram_safe_get("model_name");\n    sprintf(acStack_264,"/%s_%s/%s/FW_Version/Major",uVar6,local_64,local_3a4);\n    pcVar3 = webGetVarString(param_1,acStack_264);\n    uVar6 = nvram_safe_get("model_name");\n    sprintf(acStack_264,"/%s_%s/%s/FW_Version/Minor",uVar6,local_64,local_3a4);\n    puVar5 = webGetVarString(param_1,acStack_264);\n    iVar4 = atoi(pcVar3);\n    sprintf(acStack_2e4,"%d.%s",iVar4,puVar5);\n  }\n  local_2bc0 = HTML_hnap_xml_header(acStack_2ba4,0x2800);\n  if (local_2bc0 < 0x2800) {\n    uVar6 = nvram_safe_get("model_name");\n    uVar7 = nvram_safe_get("model_name");\n    uVar8 = nvram_safe_get("PresentURL");\n    pcVar3 = (char *)nvram_safe_get("IsDefaultLogin");\n    iVar4 = strcmp(pcVar3,"1");\n    if (iVar4 == 0) {\n      pcVar3 = "true";\n    }\n    else {\n      pcVar3 = "false";\n    }\n    pcVar9 = (char *)nvram_safe_get("CAPTCHA");\n    iVar4 = atoi(pcVar9);\n    if (iVar4 == 0) {\n      pcVar9 = "false";\n    }\n    else {\n      pcVar9 = "true";\n    }\n    pcVar10 = (char *)(iVar2 + 1);\n    if (local_2bbc != 0x17) {\n      pcVar10 = acStack_2e4;\n    }\n    iVar2 = snprintf(acStack_2ba4 + local_2bc0,0x2800 - local_2bc0,\n                     "<GetDeviceSettingsResponse xmlns=\\"http://purenetworks.com/HNAP1/\\">\\n      <GetDeviceSettingsResult>OK</GetDeviceSettingsResult>\\n      <Type>WirelessRouter</Type>\\n      <DeviceName>%s</DeviceName>\\n      <VendorName>D-Link</VendorName>\\n      <ModelDescription>D-Link Router</ModelDescription>\\n      <ModelName>%s</ModelName>\\n      <FirmwareVersion>%s</FirmwareVersion>\\n      <FirmwareRegion>%s</FirmwareRegion>\\n      <HardwareVersion>%s</HardwareVersion>\\n      <PresentationURL>http://%s.local/</PresentationURL>\\n      <IsDefaultLogin>%s</IsDefaultLogin>\\n      <CAPTCHA>%s</CAPTCHA>\\n      <SharePortStatus>false</SharePortStatus>\\n      <LatestFirmwareVersion>%s</LatestFirmwareVersion>\\n      <SOAPActions>\\n<string>http://purenetworks.com/HNAP1/GetMACFilters2</string>\\n<string>http://purenetworks.com/HNAP1/SetMACFilters2</string>\\n<string>http://purenetworks.com/HNAP1/DelMACFilters2</string>\\n<string>http://purenetworks.com/HNAP1/GetWanStatus</string>\\n<string>http://purenetworks.com/HNAP1/GetWanSettings</string>\\n<string>http://purenetworks.com/HNAP1/SetWanSettings</string>\\n<string>http://purenetworks.com/HNAP1/SetTriggerADIC</string>\\n<string>http://purenetworks.com/HNAP1/GetCurrentInternetStatus</string>\\n<string>http://purenetworks.com/HNAP1/RenewWanConnection</string>\\n<string>http://purenetworks.com/HNAP1/GetInternetConnUpTime</string>\\n<string>http://purenetworks.com/HNAP1/GetClientInfo</string>\\n<string>http://purenetworks.com/HNAP1/SetClientInfo</string>\\n<string>http://purenetworks.com/HNAP1/GetVersionInfo</string>\\n<string>http://purenetworks.com/HNAP1/GetScheduleSettings</string>\\n<string>http://purenetworks.com/HNAP1/SetScheduleSettings</string>\\n<string>http://purenetworks.com/HNAP1/GetRouterLanSettings</string>\\n<string>http://purenetworks.com/HNAP1/SetRouterLanSettings</string>\\n<string>http://purenetworks.com/HNAP1/GetNetworkSettings</string>\\n<string>http://purenetworks.com/HNAP1/SetNetworkSettings</string>\\n<string>http://purenetworks.com/HNAP1/GetAdvNetworkSettings</string>\\n<string>http://purenetworks.com/HNAP1/SetAdvNetwork..." /* TRUNCATED STRING LITERAL */\n                     ,uVar6,uVar7,(char *)(iVar2 + 1),local_3a4,local_44,uVar8,pcVar3,pcVar9,pcVar10\n                    );\n    local_2bc0 = local_2bc0 + iVar2;\n  }\n  HTML_hnap_xml_tail(acStack_2ba4 + local_2bc0,0x2800 - local_2bc0);\n  webs_XML_Body_Response(param_1,acStack_2ba4);\n  return;\n}\n']
target_addr         : 0x430f90
range_list          : [[80, 96]]
conditions_str      : 
taint_source        : nvram_safe_get
taint_sink_addr     : 5243068
taint_sink          : sprintf
source_addr         : 0x5001c0
path_flag           : 0x4312f8#0x4312cc
*** Path #11 ***
error_messges_str   : 
str_length_visited_function: 
decompile_list      : ['  pcVar3 = (char *)nvram_safe_get("hw_version");\n  strcpy(local_64,pcVar3);\n  strcpy(local_44,local_64);\n  auVar1 = local_64;\n  local_64[1] = 0x78;\n  local_64[3] = auVar1[3];\n  local_64[2] = 0;\n  iVar4 = xmldb_read_xml("/tmp/tmpXML");\n  if (iVar4 < 0) {\n    local_2bbc = 0x17;\n  }\n  else {\n    uVar6 = nvram_safe_get("model_name");\n    sprintf(acStack_264,"/%s_%s/%s/FW_Version/Major",uVar6,local_64,local_3a4);\n    pcVar3 = webGetVarString(param_1,acStack_264);\n    uVar6 = nvram_safe_get("model_name");\n    sprintf(acStack_264,"/%s_%s/%s/FW_Version/Minor",uVar6,local_64,local_3a4);\n    puVar5 = webGetVarString(param_1,acStack_264);\n    iVar4 = atoi(pcVar3);\n    sprintf(acStack_2e4,"%d.%s",iVar4,puVar5);']
target_name         : GetDeviceSettings
taint_source_addr   : 5243328
end_block           : 4395364
start_block         : 4395900
path                : 0x43137c#0x431354#0x431330#0x4312f8#0x4312cc#0x4312a8#0x431270#0x43124c#0x431230#0x4311e4#0x4311bc#0x431198#0x431164
visited_functions   : sprintf#sprintf#strcpy#nvram_safe_get
fail2captureConditionsTime: 0
source_insr_addr    : 0x431194
sink_addr           : GetDeviceSettings
sink_insr_addr      : 0x4313a4
checking_time       : 0
source_name         : GetDeviceSettings
source_keyword      : hw_version
ghidra_path         : [[4394896, 4395364, 4395412, 4395900, 4395940]]
complete_list       : ['\nvoid GetDeviceSettings(undefined4 *param_1)\n\n{\n  undefined1 auVar1 [4];\n  int iVar2;\n  char *pcVar3;\n  int iVar4;\n  undefined *puVar5;\n  undefined4 uVar6;\n  undefined4 uVar7;\n  undefined4 uVar8;\n  char *pcVar9;\n  char *pcVar10;\n  int local_2bc0;\n  int local_2bbc;\n  char acStack_2ba4 [10240];\n  char local_3a4 [64];\n  undefined1 auStack_364 [128];\n  char acStack_2e4 [128];\n  char acStack_264 [512];\n  undefined1 local_64 [4];\n  undefined4 local_60;\n  undefined4 local_5c;\n  undefined4 local_58;\n  undefined4 local_54;\n  undefined4 local_50;\n  undefined4 local_4c;\n  undefined4 local_48;\n  char local_44 [36];\n  \n  memset(acStack_2ba4,0,0x2800);\n  memset(local_3a4,0,0x40);\n  memset(auStack_364,0,0x80);\n  local_2bbc = 1;\n  memset(acStack_2e4,0,0x80);\n  memset(acStack_264,0,0x200);\n  local_64 = (undefined1  [4])0x0;\n  local_60 = 0;\n  local_5c = 0;\n  local_58 = 0;\n  local_54 = 0;\n  local_50 = 0;\n  local_4c = 0;\n  local_48 = 0;\n  local_44[0] = \'\\0\';\n  local_44[1] = \'\\0\';\n  local_44[2] = \'\\0\';\n  local_44[3] = \'\\0\';\n  local_44[4] = \'\\0\';\n  local_44[5] = \'\\0\';\n  local_44[6] = \'\\0\';\n  local_44[7] = \'\\0\';\n  local_44[8] = \'\\0\';\n  local_44[9] = \'\\0\';\n  local_44[10] = \'\\0\';\n  local_44[0xb] = \'\\0\';\n  local_44[0xc] = \'\\0\';\n  local_44[0xd] = \'\\0\';\n  local_44[0xe] = \'\\0\';\n  local_44[0xf] = \'\\0\';\n  local_44[0x10] = \'\\0\';\n  local_44[0x11] = \'\\0\';\n  local_44[0x12] = \'\\0\';\n  local_44[0x13] = \'\\0\';\n  local_44[0x14] = \'\\0\';\n  local_44[0x15] = \'\\0\';\n  local_44[0x16] = \'\\0\';\n  local_44[0x17] = \'\\0\';\n  local_44[0x18] = \'\\0\';\n  local_44[0x19] = \'\\0\';\n  local_44[0x1a] = \'\\0\';\n  local_44[0x1b] = \'\\0\';\n  local_44[0x1c] = \'\\0\';\n  local_44[0x1d] = \'\\0\';\n  local_44[0x1e] = \'\\0\';\n  local_44[0x1f] = \'\\0\';\n  builtin_strncpy(local_3a4,"Default",8);\n  iVar2 = nvram_safe_get("sw_ex_version");\n  pcVar3 = (char *)nvram_safe_get("hw_version");\n  strcpy(local_64,pcVar3);\n  strcpy(local_44,local_64);\n  auVar1 = local_64;\n  local_64[1] = 0x78;\n  local_64[3] = auVar1[3];\n  local_64[2] = 0;\n  iVar4 = xmldb_read_xml("/tmp/tmpXML");\n  if (iVar4 < 0) {\n    local_2bbc = 0x17;\n  }\n  else {\n    uVar6 = nvram_safe_get("model_name");\n    sprintf(acStack_264,"/%s_%s/%s/FW_Version/Major",uVar6,local_64,local_3a4);\n    pcVar3 = webGetVarString(param_1,acStack_264);\n    uVar6 = nvram_safe_get("model_name");\n    sprintf(acStack_264,"/%s_%s/%s/FW_Version/Minor",uVar6,local_64,local_3a4);\n    puVar5 = webGetVarString(param_1,acStack_264);\n    iVar4 = atoi(pcVar3);\n    sprintf(acStack_2e4,"%d.%s",iVar4,puVar5);\n  }\n  local_2bc0 = HTML_hnap_xml_header(acStack_2ba4,0x2800);\n  if (local_2bc0 < 0x2800) {\n    uVar6 = nvram_safe_get("model_name");\n    uVar7 = nvram_safe_get("model_name");\n    uVar8 = nvram_safe_get("PresentURL");\n    pcVar3 = (char *)nvram_safe_get("IsDefaultLogin");\n    iVar4 = strcmp(pcVar3,"1");\n    if (iVar4 == 0) {\n      pcVar3 = "true";\n    }\n    else {\n      pcVar3 = "false";\n    }\n    pcVar9 = (char *)nvram_safe_get("CAPTCHA");\n    iVar4 = atoi(pcVar9);\n    if (iVar4 == 0) {\n      pcVar9 = "false";\n    }\n    else {\n      pcVar9 = "true";\n    }\n    pcVar10 = (char *)(iVar2 + 1);\n    if (local_2bbc != 0x17) {\n      pcVar10 = acStack_2e4;\n    }\n    iVar2 = snprintf(acStack_2ba4 + local_2bc0,0x2800 - local_2bc0,\n                     "<GetDeviceSettingsResponse xmlns=\\"http://purenetworks.com/HNAP1/\\">\\n      <GetDeviceSettingsResult>OK</GetDeviceSettingsResult>\\n      <Type>WirelessRouter</Type>\\n      <DeviceName>%s</DeviceName>\\n      <VendorName>D-Link</VendorName>\\n      <ModelDescription>D-Link Router</ModelDescription>\\n      <ModelName>%s</ModelName>\\n      <FirmwareVersion>%s</FirmwareVersion>\\n      <FirmwareRegion>%s</FirmwareRegion>\\n      <HardwareVersion>%s</HardwareVersion>\\n      <PresentationURL>http://%s.local/</PresentationURL>\\n      <IsDefaultLogin>%s</IsDefaultLogin>\\n      <CAPTCHA>%s</CAPTCHA>\\n      <SharePortStatus>false</SharePortStatus>\\n      <LatestFirmwareVersion>%s</LatestFirmwareVersion>\\n      <SOAPActions>\\n<string>http://purenetworks.com/HNAP1/GetMACFilters2</string>\\n<string>http://purenetworks.com/HNAP1/SetMACFilters2</string>\\n<string>http://purenetworks.com/HNAP1/DelMACFilters2</string>\\n<string>http://purenetworks.com/HNAP1/GetWanStatus</string>\\n<string>http://purenetworks.com/HNAP1/GetWanSettings</string>\\n<string>http://purenetworks.com/HNAP1/SetWanSettings</string>\\n<string>http://purenetworks.com/HNAP1/SetTriggerADIC</string>\\n<string>http://purenetworks.com/HNAP1/GetCurrentInternetStatus</string>\\n<string>http://purenetworks.com/HNAP1/RenewWanConnection</string>\\n<string>http://purenetworks.com/HNAP1/GetInternetConnUpTime</string>\\n<string>http://purenetworks.com/HNAP1/GetClientInfo</string>\\n<string>http://purenetworks.com/HNAP1/SetClientInfo</string>\\n<string>http://purenetworks.com/HNAP1/GetVersionInfo</string>\\n<string>http://purenetworks.com/HNAP1/GetScheduleSettings</string>\\n<string>http://purenetworks.com/HNAP1/SetScheduleSettings</string>\\n<string>http://purenetworks.com/HNAP1/GetRouterLanSettings</string>\\n<string>http://purenetworks.com/HNAP1/SetRouterLanSettings</string>\\n<string>http://purenetworks.com/HNAP1/GetNetworkSettings</string>\\n<string>http://purenetworks.com/HNAP1/SetNetworkSettings</string>\\n<string>http://purenetworks.com/HNAP1/GetAdvNetworkSettings</string>\\n<string>http://purenetworks.com/HNAP1/SetAdvNetwork..." /* TRUNCATED STRING LITERAL */\n                     ,uVar6,uVar7,(char *)(iVar2 + 1),local_3a4,local_44,uVar8,pcVar3,pcVar9,pcVar10\n                    );\n    local_2bc0 = local_2bc0 + iVar2;\n  }\n  HTML_hnap_xml_tail(acStack_2ba4 + local_2bc0,0x2800 - local_2bc0);\n  webs_XML_Body_Response(param_1,acStack_2ba4);\n  return;\n}\n']
target_addr         : 0x430f90
range_list          : [[80, 99]]
conditions_str      : 
taint_source        : nvram_safe_get
taint_sink_addr     : 5243068
taint_sink          : sprintf
source_addr         : 0x5001c0
path_flag           : 0x43137c#0x431354#0x431330#0x4312f8#0x4312cc#0x4312a8#0x431270#0x43124c#0x431230#0x4311e4#0x4311bc#0x431198#0x431164
*** Path #12 ***
error_messges_str   : 
str_length_visited_function: 
decompile_list      : ['  __s = webGetVarString(param_1,"/SetNetworkSettings/IPAddress");\n  if (__s == (char *)0x0) {\n    local_130 = 0xb;\n  }\n  else {\n    __s_00 = webGetVarString(param_1,"/SetNetworkSettings/SubnetMask");\n    if (__s_00 == (char *)0x0) {\n      local_130 = 0xb;\n    }\n    else {\n      puVar2 = webGetVarString(param_1,"/SetNetworkSettings/DeviceName");\n      if (puVar2 == (undefined *)0x0) {\n        local_130 = 0xb;\n      }\n      else {\n        puVar3 = webGetVarString(param_1,"/SetNetworkSettings/LocalDomainName");\n        if (puVar3 == (undefined *)0x0) {\n          local_130 = 0xb;\n        }\n        else {\n          __nptr = webGetVarString(param_1,"/SetNetworkSettings/IPRangeStart");\n          if (__nptr == (char *)0x0) {\n            local_130 = 0xb;\n          }\n          else {\n            __nptr_00 = webGetVarString(param_1,"/SetNetworkSettings/IPRangeEnd");\n            if (__nptr_00 == (char *)0x0) {\n              local_130 = 0xb;\n            }\n            else {\n              __nptr_01 = webGetVarString(param_1,"/SetNetworkSettings/LeaseTime");\n              if (__nptr_01 == (char *)0x0) {\n                local_130 = 0xb;\n              }\n              else {\n                __s1 = webGetVarString(param_1,"/SetNetworkSettings/Broadcast");\n                if (__s1 == (char *)0x0) {\n                  local_130 = 0xb;\n                }\n                else {\n                  __s1_00 = webGetVarString(param_1,"/SetNetworkSettings/DNSRelay");\n                  if (__s1_00 == (char *)0x0) {\n                    local_130 = 0xb;\n                  }\n                  else {\n                    iVar4 = tbsCheckHostIpEx(__s);\n                    if ((iVar4 == 0) || (iVar4 = tbsCheckMaskEx(__s_00), iVar4 == 0)) {\n                      local_130 = 0x17;\n                    }\n                    else {\n                      uVar5 = tbsCnvtIpFromStr(__s);\n                      uVar6 = tbsCnvtIpFromStr(__s_00);\n                      uVar6 = ~uVar6;\n                      if (((uVar5 & uVar6) == 0) || ((uVar5 & uVar6) == uVar6)) {\n                        local_130 = 0x17;\n                      }\n                      else {\n                        iVar4 = atoi(__nptr);\n                        if ((((0 < iVar4) && (iVar4 = atoi(__nptr), iVar4 < 0xff)) &&\n                            (iVar4 = atoi(__nptr_00), 0 < iVar4)) &&\n                           (iVar4 = atoi(__nptr_00), iVar4 < 0xff)) {\n                          iVar4 = atoi(__nptr);\n                          iVar7 = atoi(__nptr_00);\n                          if (iVar4 <= iVar7) {\n                            local_130 = 1;\n                            nvram_safe_set("lan0_ipaddr",__s);\n                            sVar8 = strlen(__s);\n                            if (6 < sVar8) {\n                              sprintf(local_9c + 0x10,"echo %s >/proc/ipinfo/ip_addr",__s);']
target_name         : sub_436d90
taint_source_addr   : 4300660
end_block           : 4419360
start_block         : 4420664
path                : 0x437438#0x437428#0x43740c#0x4373ec#0x4373c4#0x4373a4#0x43738c#0x43737c#0x437364#0x437358#0x437340#0x437330#0x437318#0x43730c#0x4372f4#0x4372bc#0x43728c#0x43726c#0x437254#0x437230#0x437218#0x43720c#0x4371f4#0x4371dc#0x4371c4#0x4371a4#0x43718c#0x437174#0x437154#0x43713c#0x437124#0x437104#0x4370ec#0x4370d4#0x4370b4#0x43709c#0x437084#0x437064#0x43704c#0x437034#0x437014#0x436ffc#0x436fe4#0x436fc4#0x436fac#0x436f94#0x436f74#0x436f5c#0x436f44#0x436f20
visited_functions   : sprintf#webGetVarString
fail2captureConditionsTime: -1
source_insr_addr    : 0x436f2c
sink_addr           : sub_436d90
sink_insr_addr      : 0x437460
checking_time       : -1
source_name         : sub_436d90
source_keyword      : /SetNetworkSettings/IPAddress
ghidra_path         : [[4418960, 4419360, 4419392, 4420664, 4420704]]
